INT		NB			SB			EB			WB
#	LT	TH	RT	LT	TH	RT	LT	TH	RT	LT	TH	RT

224	0	0	0	209	0	563	0	1840    521	525	1213	0	
225	954	0	190	0	0	0	1091	958	0	0	783	29	
226	0	0	0	480	0	631	0	815	0	654	498	0	
227	0	547	180	344	1110	0	39	355	385	396	0	75	
228	0	330	174	471	659	24	26	410	0	72	34	55	
229	14	213	0	0	475	16	44	0	85	0	0	0	
230	0	1252	53	128	854	0	0	0	0	42	0	104	
231	0	747	307	88	355	0	0	0	0	64	0	56	
232	0	0	0	21	0	384	31	436	0	0	250	4	
233	836	0	174	0	0	0	0	880	236	167	738	0	
234	113	689	472	96	803	241	60	967	13	103	322	61	
235	161	145	28	38	240	135	158	956	88	37	500	66	
236	62	93	0	0	46	6	13	0	61	0	0	0	
237	21	140	0	0	125	46	29	0	12	0	0	0	
238	62	880	0	20	1764	7	84	101	167	5	143	20	
239	956	883	164	127	394	255	8	892	724	58	829	406	
240	0	47	31	163	20	0	0	0	0	47	0	18	
241	17	398	0	0	567	51	13	0	183	0	0	0	
242	0	0	0	139	0	224	43	245	0	0	355	31	
243	0	67	20	0	252	0	0	0	0	13	0	0	
244	0	0	0	70	0	13	20	437	0	0	241	7	
245	0	0	0	266	0	593	54	126	0	0	115	112	
246	0	0	0	0	0	0	0	0	0	0	0	0	
247	0	0	0	0	0	0	0	0	0	0	0	0	
248	0	0	0	0	0	0	0	0	0	0	0	0	
249	0	1623	257	596	937	0	0	0	0	246	0	823	
250	0	0	0	143	1	482	0	886	208	3	709	0	
251	412	0	100	0	0	0	524	397	0	0	301	41	
252	527	0	0	0	0	0	0	943	320	0	937	0	
253	175	403	0	0	0	128	0	0	0	0	0	266	
254	0	290	379	647	425	0	0	0	0	257	0	37	
255	392	580	819	1	201	3	106	97	258	121	13	1	
256	0	0	0	0	0	0	0	107	4	0	108	0	
257	16	0	9	0	0	0	0	427	32	13	46	0	
258	0	0	0	0	0	0	0	1535	0	0	486	0	
259	0	0	0	0	0	0	965	570	0	0	486	708	
260	0	0	0	0	0	0	433	621	0	0	162	3	
261	20	296	0	0	724	28	123	0	17	0	0	0	
262	1155	1015	0	0	917	0	941	0	10	0	0	0	
263	145	996	38	25	1378	155	292	1	50	72	2	51	
264	54	753	532	0	825	120	138	143	45	688	203	0	
265	381	1871	205	8	1146	195	112	145	96	72	155	10	
266	0	0	0	67	0	385	319	543	0	0	562	34	
267	20	142	0	450	251	1	1	609	0	0	574	94	
268	117	1397	58	0	1259	1	2	3	181	151	3	11	
269	0	192	146	205	299	0	0	0	0	179	0	193	
270	71	640	0	0	822	183	293	0	155	0	0	0	
271	0	0	0	0	0	0	0	0	0	0	0	0	
272	0	0	0	661	0	156	71	74	0	0	323	459	
273	0	0	0	0	0	0	0	0	0	0	0	0	
274	66	0	168	0	0	0	0	225	159	222	320	0	
275	4	1231	0	0	700	219	946	0	3	0	0	0	
276	0	957	1	279	365	0	0	0	0	5	0	257	
277	0	1033	101	588	542	46	69	12	0	332	43	838	
278	0	0	0	0	0	0	0	0	0	0	0	0	
279	0	0	0	0	1497	0	0	0	587	0	0	0	
280	434	0	289	0	0	0	0	372	341	312	432	0	
281	0	0	0	0	0	0	0	0	0	0	0	0	
282	1	760	0	0	1786	22	37	0	1	0	0	0	
283	0	0	0	0	0	0	0	0	0	0	0	0	
284	0	0	0	10	0	893	438	1041	0	0	773	1	
285	57	1064	233	1	2029	162	282	5	89	409	5	205	
